"chromosome","start","end","name","score","strand"
"chr9",382709,383058,"K4m3",1000,"."
"chr9",385888,386091,"CTCF",1000,"."
"chr9",387967,388274,"K4m3",1000,"."
"chr9",388728,388908,"enhD",1000,"."
"chr9",389845,390098,"enhD",1000,"."
"chr9",396412,396734,"enhD",1000,"."
"chr9",401266,401572,"enhD",1000,"."
"chr9",407370,407658,"enhD",1000,"."
"chr9",415687,415975,"CTCF",1000,"."
"chr9",419195,419425,"enhD",1000,"."
"chr9",419579,419879,"enhD",1000,"."
"chr9",419884,420056,"enhD",1000,"."
"chr9",426873,427215,"enhD",1000,"."
"chr9",435853,436195,"enhD",1000,"."
"chr9",437088,437434,"enhD",1000,"."
"chr9",437484,437671,"enhD",1000,"."
"chr9",437695,438035,"enhD",1000,"."
"chr9",438092,438306,"enhD",1000,"."
"chr9",439507,439853,"enhD",1000,"."
"chr9",441185,441532,"enhD",1000,"."
"chr9",444595,444916,"enhD",1000,"."
"chr9",445036,445301,"enhD",1000,"."
"chr9",447243,447566,"enhD",1000,"."
"chr9",447659,448009,"enhD",1000,"."
"chr9",454696,454858,"K4m3",1000,"."
"chr9",456398,456650,"enhD",1000,"."
"chr9",459951,460110,"enhP",1000,"."
"chr9",462629,462978,"enhD",1000,"."
"chr9",463780,464128,"enhD",1000,"."
"chr9",466821,467060,"CTCF",1000,"."
"chr9",468781,469026,"enhP",1000,"."
"chr9",469061,469395,"enhP",1000,"."
"chr9",469715,469955,"prom",1000,"."
"chr9",470051,470401,"prom",1000,"."
"chr9",470667,470881,"prom",1000,"."
"chr9",470922,471123,"prom",1000,"."
"chr9",477250,477479,"enhP",1000,"."
"chr9",479452,479671,"enhP",1000,"."
"chr9",479752,479904,"enhP",1000,"."
"chr9",480074,480418,"enhD",1000,"."
"chr9",486183,486528,"enhP",1000,"."
"chr9",488454,488796,"enhP",1000,"."
"chr9",489958,490146,"enhD",1000,"."
"chr9",490637,490898,"enhP",1000,"."
"chr9",494580,494747,"enhD",1000,"."
"chr9",503455,503714,"enhP",1000,"."
"chr9",503894,504201,"enhP",1000,"."
"chr9",504374,504724,"prom",1000,"."
"chr9",505009,505276,"enhP",1000,"."
"chr9",505276,505428,"enhP",1000,"."
"chr9",505465,505799,"enhP",1000,"."
"chr9",511901,512230,"enhD",1000,"."
"chr9",512990,513156,"CTCF",1000,"."
"chr9",515751,515981,"enhD",1000,"."
"chr9",518164,518374,"enhD",1000,"."
"chr9",518565,518903,"enhD",1000,"."
"chr9",520372,520573,"enhD",1000,"."
"chr9",520649,520880,"enhD",1000,"."
"chr9",522332,522498,"enhD",1000,"."
"chr9",523566,523828,"enhD",1000,"."
"chr9",530742,531044,"enhD",1000,"."
"chr9",532819,533153,"enhD",1000,"."
"chr9",535435,535755,"enhD",1000,"."
"chr9",536941,537102,"enhD",1000,"."
"chr9",537131,537463,"enhD",1000,"."
"chr9",546263,546479,"enhP",1000,"."
"chr9",546500,546725,"enhP",1000,"."
"chr9",546758,547103,"enhP",1000,"."
"chr9",547304,547514,"prom",1000,"."
"chr9",550411,550761,"enhD",1000,"."
"chr9",551568,551849,"enhD",1000,"."
"chr9",556815,557007,"enhP",1000,"."
"chr9",557846,558196,"enhP",1000,"."
"chr9",560051,560278,"enhP",1000,"."
"chr9",561472,561821,"enhD",1000,"."
"chr9",565608,565958,"enhD",1000,"."
"chr9",567398,567744,"enhD",1000,"."
"chr9",567910,568141,"enhD",1000,"."
"chr9",568433,568591,"enhD",1000,"."
"chr9",568951,569287,"enhD",1000,"."
"chr9",569301,569627,"enhD",1000,"."
"chr9",570302,570463,"enhD",1000,"."
"chr9",571170,571519,"enhD",1000,"."
"chr9",571847,572057,"enhD",1000,"."
"chr9",573736,574015,"enhD",1000,"."
"chr9",574104,574441,"enhD",1000,"."
"chr9",581993,582245,"enhD",1000,"."
"chr9",589765,590112,"enhD",1000,"."
"chr9",591302,591644,"enhD",1000,"."
"chr9",592130,592476,"enhD",1000,"."
"chr9",592502,592702,"enhD",1000,"."
"chr9",592765,593088,"enhD",1000,"."
"chr9",596778,597070,"enhD",1000,"."
"chr9",607446,607730,"enhD",1000,"."
"chr9",608511,608760,"enhD",1000,"."
"chr9",612194,612397,"enhD",1000,"."
"chr9",613804,614151,"enhD",1000,"."
"chr9",614459,614785,"enhD",1000,"."
"chr9",615885,616055,"enhD",1000,"."
"chr9",617628,617827,"enhD",1000,"."
"chr9",619492,619842,"enhD",1000,"."
"chr9",621281,621557,"enhD",1000,"."
"chr9",621581,621861,"enhD",1000,"."
"chr9",625159,625508,"enhD",1000,"."
"chr9",625730,625958,"enhD",1000,"."
"chr9",626100,626434,"enhD",1000,"."
"chr9",626600,626933,"enhD",1000,"."
"chr9",627570,627806,"enhD",1000,"."
"chr9",628265,628573,"enhD",1000,"."
"chr9",629173,629509,"enhD",1000,"."
"chr9",629539,629714,"enhD",1000,"."
"chr9",631671,631990,"enhD",1000,"."
"chr9",638199,638538,"enhD",1000,"."
"chr9",642081,642419,"enhD",1000,"."
"chr9",646678,646930,"enhD",1000,"."
"chr9",649359,649681,"enhD",1000,"."
"chr9",649772,650049,"enhD",1000,"."
"chr9",650417,650741,"enhD",1000,"."
"chr9",652904,653245,"enhD",1000,"."
"chr9",653438,653772,"enhD",1000,"."
"chr9",656014,656356,"enhD",1000,"."
"chr9",657004,657260,"enhD",1000,"."
"chr9",657261,657455,"enhD",1000,"."
"chr9",658112,658445,"enhP",1000,"."
"chr9",663660,663822,"enhD",1000,"."
"chr9",670083,670293,"enhD",1000,"."
"chr9",673560,673910,"enhD",1000,"."
"chr9",674187,674485,"enhD",1000,"."
"chr9",676035,676330,"enhD",1000,"."
"chr9",676912,677088,"enhD",1000,"."
"chr9",677091,677307,"enhD",1000,"."
"chr9",677584,677806,"enhD",1000,"."
"chr9",677830,678153,"enhD",1000,"."
"chr9",680152,680401,"enhD",1000,"."
"chr9",682702,683052,"enhD",1000,"."
"chr9",683290,683580,"enhD",1000,"."
"chr9",684039,684384,"enhP",1000,"."
"chr9",684519,684829,"enhP",1000,"."
"chr9",685002,685352,"enhP",1000,"."
"chr9",686457,686801,"enhP",1000,"."
"chr9",687444,687628,"enhP",1000,"."
"chr9",688191,688357,"enhD",1000,"."
"chr9",689363,689699,"enhD",1000,"."
"chr9",692070,692404,"enhD",1000,"."
"chr9",693241,693441,"enhD",1000,"."
"chr9",693456,693805,"enhD",1000,"."
"chr9",694059,694219,"enhD",1000,"."
"chr9",694325,694526,"enhD",1000,"."
"chr9",694551,694868,"enhD",1000,"."
"chr9",694879,695227,"enhD",1000,"."
"chr9",695291,695583,"enhD",1000,"."
"chr9",696397,696728,"enhD",1000,"."
"chr9",696778,696940,"enhD",1000,"."
"chr9",698306,698625,"enhD",1000,"."
"chr9",700474,700751,"enhD",1000,"."
"chr9",700819,701169,"enhD",1000,"."
"chr9",701430,701631,"enhD",1000,"."
"chr9",702738,702952,"enhD",1000,"."
"chr9",703350,703646,"enhD",1000,"."
"chr9",703688,703915,"enhD",1000,"."
"chr9",706170,706416,"enhP",1000,"."
"chr9",706719,707067,"prom",1000,"."
"chr9",707269,707464,"enhP",1000,"."
"chr9",708243,708450,"enhP",1000,"."
"chr9",708551,708856,"enhP",1000,"."
"chr9",708875,709201,"enhD",1000,"."
"chr9",709240,709407,"enhD",1000,"."
"chr9",710039,710294,"enhD",1000,"."
"chr9",711848,712156,"enhD",1000,"."
"chr9",712298,712590,"enhD",1000,"."
"chr9",713222,713424,"enhD",1000,"."
"chr9",715438,715694,"enhD",1000,"."
"chr9",715850,716060,"enhD",1000,"."
"chr9",716090,716438,"enhD",1000,"."
"chr9",723385,723553,"enhD",1000,"."
"chr9",726001,726339,"enhD",1000,"."
"chr9",727846,728053,"enhD",1000,"."
"chr9",728494,728809,"enhD",1000,"."
"chr9",729443,729611,"enhD",1000,"."
"chr9",730827,731170,"enhD",1000,"."
"chr9",734965,735271,"enhD",1000,"."
"chr9",735302,735455,"enhD",1000,"."
"chr9",737443,737692,"enhD",1000,"."
"chr9",737851,738046,"enhD",1000,"."
"chr9",738101,738352,"enhD",1000,"."
"chr9",738395,738742,"enhD",1000,"."
"chr9",739487,739641,"enhD",1000,"."
"chr9",742096,742403,"enhD",1000,"."
"chr9",744185,744349,"enhD",1000,"."
"chr9",744829,745170,"enhD",1000,"."
"chr9",745611,745775,"enhD",1000,"."
"chr9",745864,746036,"enhD",1000,"."
"chr9",746052,746392,"enhD",1000,"."
"chr9",747330,747595,"enhD",1000,"."
"chr9",747600,747870,"enhD",1000,"."
"chr9",748402,748647,"enhD",1000,"."
"chr9",748956,749142,"enhD",1000,"."
"chr9",749508,749737,"enhD",1000,"."
"chr9",749756,750055,"enhD",1000,"."
"chr9",750368,750635,"enhD",1000,"."
"chr9",750670,750949,"enhD",1000,"."
"chr9",751205,751552,"enhD",1000,"."
"chr9",751606,751930,"enhD",1000,"."
"chr9",752169,752513,"enhD",1000,"."
"chr9",754594,754943,"enhD",1000,"."
"chr9",755678,755882,"enhD",1000,"."
"chr9",755885,756222,"enhD",1000,"."
"chr9",757581,757825,"enhD",1000,"."
"chr9",759628,759889,"enhD",1000,"."
"chr9",761482,761824,"enhD",1000,"."
"chr9",764068,764416,"enhD",1000,"."
"chr9",764840,765146,"enhD",1000,"."
"chr9",780181,780485,"enhD",1000,"."
"chr9",787025,787222,"enhD",1000,"."
"chr9",801390,801625,"enhD",1000,"."
"chr9",801657,802005,"enhD",1000,"."
"chr9",802133,802320,"enhD",1000,"."
"chr9",806643,806880,"CTCF",1000,"."
"chr9",808819,809070,"CTCF",1000,"."
"chr9",811206,811556,"enhD",1000,"."
"chr9",825586,825804,"CTCF",1000,"."
"chr9",826510,826857,"CTCF",1000,"."
"chr9",841448,841794,"prom",1000,"."
"chr9",841920,842225,"K4m3",1000,"."
"chr9",842570,842763,"prom",1000,"."
"chr9",842822,843033,"K4m3",1000,"."
"chr9",843036,843333,"K4m3",1000,"."
"chr9",847596,847784,"enhD",1000,"."
"chr9",852698,852898,"enhD",1000,"."
"chr9",859274,859623,"enhD",1000,"."
"chr9",878380,878578,"enhD",1000,"."
"chr9",882487,882828,"enhD",1000,"."
"chr9",883041,883386,"enhD",1000,"."
"chr9",886791,887141,"K4m3",1000,"."
"chr9",892208,892404,"CTCF",1000,"."
"chr9",893913,894263,"enhD",1000,"."
"chr9",899496,899837,"enhD",1000,"."
"chr9",899878,900108,"enhD",1000,"."
"chr9",908838,909177,"enhD",1000,"."
"chr9",911097,911341,"CTCF",1000,"."
"chr9",912817,913014,"enhD",1000,"."
"chr9",926362,926626,"enhD",1000,"."
"chr9",927225,927488,"enhD",1000,"."
"chr9",928442,928646,"CTCF",1000,"."
"chr9",935392,935740,"enhD",1000,"."
"chr9",942828,943137,"enhD",1000,"."
"chr9",943200,943546,"enhD",1000,"."
"chr9",948550,948857,"enhD",1000,"."
"chr9",950250,950460,"CTCF",1000,"."
"chr9",959959,960268,"CTCF",1000,"."
"chr9",963422,963646,"enhD",1000,"."
"chr9",966876,967124,"enhD",1000,"."
"chr9",967522,967768,"enhD",1000,"."
"chr9",967966,968276,"enhD",1000,"."
"chr9",969509,969717,"K4m3",1000,"."
"chr9",969740,970074,"enhD",1000,"."
"chr9",970106,970259,"enhD",1000,"."
"chr9",970678,971023,"enhD",1000,"."
"chr9",971426,971600,"enhD",1000,"."
"chr9",971607,971786,"enhD",1000,"."
"chr9",971967,972209,"enhD",1000,"."
"chr9",972213,972391,"enhD",1000,"."
"chr9",972580,972905,"enhD",1000,"."
"chr9",973586,973869,"enhD",1000,"."
"chr9",974025,974375,"enhD",1000,"."
"chr9",974390,974588,"enhD",1000,"."
"chr9",975144,975368,"enhP",1000,"."
"chr9",975455,975623,"enhP",1000,"."
"chr9",976074,976303,"enhP",1000,"."
"chr9",976371,976703,"enhP",1000,"."
"chr9",976825,977164,"prom",1000,"."
"chr9",977230,977387,"enhP",1000,"."
"chr9",977481,977709,"enhP",1000,"."
"chr9",977788,977977,"enhP",1000,"."
"chr9",980050,980327,"enhD",1000,"."
"chr9",980663,981008,"enhD",1000,"."
"chr9",981639,981881,"enhD",1000,"."
"chr9",982158,982359,"enhD",1000,"."
"chr9",982515,982716,"enhD",1000,"."
"chr9",985728,986059,"enhD",1000,"."
"chr9",994086,994376,"enhD",1000,"."
"chr9",995184,995533,"enhD",1000,"."
"chr9",995747,996094,"enhD",1000,"."
"chr9",998321,998542,"enhD",1000,"."
"chr9",998998,999219,"enhD",1000,"."
"chr9",1001143,1001350,"enhP",1000,"."
"chr9",1005007,1005351,"K4m3",1000,"."
"chr9",1006306,1006595,"CTCF",1000,"."
"chr9",1007240,1007576,"enhD",1000,"."
"chr9",1009126,1009399,"CTCF",1000,"."
"chr9",1009401,1009641,"CTCF",1000,"."
"chr9",1014043,1014282,"enhD",1000,"."
"chr9",1014308,1014646,"enhD",1000,"."
"chr9",1014706,1014965,"enhD",1000,"."
"chr9",1018219,1018424,"enhD",1000,"."
"chr9",1026303,1026502,"CTCF",1000,"."
"chr9",1031907,1032124,"enhD",1000,"."
"chr9",1032164,1032505,"enhD",1000,"."
"chr9",1039731,1039908,"enhD",1000,"."
"chr9",1041053,1041254,"enhD",1000,"."
"chr9",1042548,1042770,"enhD",1000,"."
"chr9",1045429,1045739,"prom",1000,"."
"chr9",1046976,1047305,"enhP",1000,"."
"chr9",1047568,1047864,"enhD",1000,"."
"chr9",1047873,1048057,"enhP",1000,"."
"chr9",1048073,1048270,"enhP",1000,"."
"chr9",1048356,1048510,"enhP",1000,"."
"chr9",1049661,1049818,"prom",1000,"."
"chr9",1050105,1050455,"prom",1000,"."
"chr9",1050678,1051027,"enhP",1000,"."
"chr9",1051119,1051320,"enhP",1000,"."
"chr9",1051332,1051545,"prom",1000,"."
"chr9",1051567,1051853,"prom",1000,"."
"chr9",1051880,1052229,"enhP",1000,"."
"chr9",1052526,1052690,"enhP",1000,"."
"chr9",1052716,1052867,"enhP",1000,"."
"chr9",1053610,1053836,"enhD",1000,"."
"chr9",1055278,1055528,"enhD",1000,"."
"chr9",1056839,1057042,"enhD",1000,"."
"chr9",1057974,1058323,"enhD",1000,"."
"chr9",1059583,1059746,"enhD",1000,"."
"chr9",1072444,1072686,"enhD",1000,"."
"chr9",1083508,1083852,"enhD",1000,"."
"chr9",1093477,1093737,"CTCF",1000,"."
"chr9",1094764,1095114,"enhD",1000,"."
"chr9",1100233,1100581,"enhD",1000,"."
"chr9",1100946,1101289,"enhD",1000,"."
"chr9",1102388,1102603,"enhD",1000,"."
"chr9",1102618,1102931,"enhD",1000,"."
"chr9",1125811,1126129,"enhD",1000,"."
"chr9",1179780,1179986,"CTCF",1000,"."
"chr9",1195664,1195824,"CTCF",1000,"."
"chr9",1198075,1198395,"enhD",1000,"."
"chr9",1198421,1198603,"enhD",1000,"."
"chr9",1201972,1202320,"enhD",1000,"."
"chr9",1207720,1208031,"enhD",1000,"."
"chr9",1208250,1208552,"enhD",1000,"."
"chr9",1211450,1211738,"CTCF",1000,"."
"chr9",1216538,1216877,"enhD",1000,"."
"chr9",1232021,1232359,"enhD",1000,"."
"chr9",1232506,1232853,"enhD",1000,"."
"chr9",1238488,1238739,"enhD",1000,"."
"chr9",1253046,1253396,"enhD",1000,"."
"chr9",1253435,1253775,"enhD",1000,"."
"chr9",1254169,1254350,"CTCF",1000,"."
"chr9",1261256,1261576,"enhD",1000,"."
"chr9",1270507,1270693,"CTCF",1000,"."
"chr9",1273188,1273483,"CTCF",1000,"."
"chr9",1273896,1274236,"enhD",1000,"."
"chr9",1276523,1276826,"enhD",1000,"."
"chr9",1286719,1287013,"enhD",1000,"."
"chr9",1312308,1312572,"CTCF",1000,"."
"chr9",1320991,1321277,"enhD",1000,"."
"chr9",1337137,1337484,"enhD",1000,"."
"chr9",1340471,1340713,"enhD",1000,"."
"chr9",1354119,1354453,"enhD",1000,"."
"chr9",1355637,1355987,"enhD",1000,"."
"chr9",1376167,1376368,"CTCF",1000,"."
"chr9",1384211,1384407,"enhD",1000,"."
"chr9",1388291,1388615,"enhD",1000,"."
"chr9",1388683,1388842,"enhD",1000,"."
"chr9",1405030,1405204,"enhD",1000,"."
"chr9",1414659,1414988,"enhD",1000,"."
"chr9",1427939,1428231,"enhD",1000,"."
"chr9",1428245,1428446,"enhD",1000,"."
"chr9",1429388,1429631,"CTCF",1000,"."
"chr9",1434096,1434401,"enhD",1000,"."
"chr9",1434820,1435139,"enhD",1000,"."
"chr9",1435336,1435501,"enhD",1000,"."
"chr9",1453635,1453981,"enhD",1000,"."
"chr9",1454296,1454641,"enhD",1000,"."
"chr9",1456357,1456596,"enhD",1000,"."
"chr9",1458525,1458873,"enhD",1000,"."
"chr9",1459282,1459511,"enhD",1000,"."
"chr9",1460237,1460451,"enhD",1000,"."
"chr9",1463988,1464337,"enhD",1000,"."
"chr9",1465556,1465751,"CTCF",1000,"."
"chr9",1468610,1468810,"CTCF",1000,"."
"chr9",1469992,1470302,"enhD",1000,"."
"chr9",1470443,1470668,"enhD",1000,"."
"chr9",1474755,1475034,"enhD",1000,"."
"chr9",1490482,1490749,"enhD",1000,"."
"chr9",1490774,1491006,"enhD",1000,"."
"chr9",1505516,1505865,"CTCF",1000,"."
"chr9",1529841,1530159,"enhD",1000,"."
"chr9",1530720,1531043,"enhD",1000,"."
"chr9",1531814,1532064,"enhD",1000,"."
"chr9",1532268,1532607,"enhD",1000,"."
"chr9",1533024,1533176,"enhD",1000,"."
"chr9",1535673,1535963,"K4m3",1000,"."
"chr9",1579810,1580139,"enhD",1000,"."
"chr9",1603710,1604055,"enhD",1000,"."
"chr9",1605075,1605248,"CTCF",1000,"."
"chr9",1607396,1607736,"enhD",1000,"."
"chr9",1619923,1620243,"enhD",1000,"."
"chr9",1658705,1658999,"enhD",1000,"."
"chr9",1666536,1666886,"enhD",1000,"."
"chr9",1671084,1671386,"enhD",1000,"."
"chr9",1675306,1675656,"K4m3",1000,"."
"chr9",1684320,1684476,"K4m3",1000,"."
"chr9",1701231,1701398,"CTCF",1000,"."
"chr9",1709429,1709632,"CTCF",1000,"."
"chr9",1727366,1727703,"enhD",1000,"."
"chr9",1732746,1732966,"CTCF",1000,"."
"chr9",1734192,1734528,"enhD",1000,"."
"chr9",1737862,1738162,"enhD",1000,"."
"chr9",1747418,1747637,"enhD",1000,"."
"chr9",1747704,1747916,"enhD",1000,"."
"chr9",1748472,1748729,"enhD",1000,"."
"chr9",1759013,1759363,"enhD",1000,"."
"chr9",1759866,1760210,"enhD",1000,"."
"chr9",1766271,1766525,"K4m3",1000,"."
"chr9",1775254,1775603,"enhD",1000,"."
"chr9",1792558,1792774,"CTCF",1000,"."
"chr9",1804244,1804467,"CTCF",1000,"."
"chr9",1805850,1806042,"CTCF",1000,"."
"chr9",1837474,1837820,"CTCF",1000,"."
"chr9",1845478,1845810,"CTCF",1000,"."
"chr9",1849614,1849815,"enhD",1000,"."
"chr9",1850074,1850407,"CTCF",1000,"."
"chr9",1869921,1870183,"enhD",1000,"."
"chr9",1871534,1871847,"enhD",1000,"."
"chr9",1871853,1872110,"enhD",1000,"."
"chr9",1875362,1875679,"enhD",1000,"."
"chr9",1875968,1876317,"enhD",1000,"."
"chr9",1876952,1877230,"enhD",1000,"."
"chr9",1878025,1878300,"enhD",1000,"."
"chr9",1878914,1879144,"enhD",1000,"."
"chr9",1879314,1879539,"enhD",1000,"."
"chr9",1879543,1879891,"enhD",1000,"."
"chr9",1879958,1880172,"enhD",1000,"."
"chr9",1880187,1880536,"enhD",1000,"."
"chr9",1882385,1882657,"enhD",1000,"."
"chr9",1897455,1897785,"K4m3",1000,"."
"chr9",1916756,1917106,"enhD",1000,"."
"chr9",1917476,1917772,"enhD",1000,"."
"chr9",1917840,1918080,"enhD",1000,"."
"chr9",1918163,1918473,"enhD",1000,"."
"chr9",1918729,1918927,"enhD",1000,"."
"chr9",1919309,1919503,"enhD",1000,"."
"chr9",1922173,1922364,"enhD",1000,"."
"chr9",1923619,1923931,"enhD",1000,"."
"chr9",1926970,1927162,"enhD",1000,"."
"chr9",1929214,1929431,"enhD",1000,"."
"chr9",1929749,1930029,"enhD",1000,"."
"chr9",1930330,1930647,"enhD",1000,"."
"chr9",1938159,1938467,"enhD",1000,"."
"chr9",1938590,1938766,"enhD",1000,"."
"chr9",1938781,1939056,"enhD",1000,"."
"chr9",1939545,1939797,"enhD",1000,"."
"chr9",1940058,1940406,"enhD",1000,"."
"chr9",1942094,1942304,"enhD",1000,"."
"chr9",1945496,1945762,"enhD",1000,"."
"chr9",1946583,1946822,"enhD",1000,"."
"chr9",1947252,1947519,"enhD",1000,"."
"chr9",1947614,1947765,"enhD",1000,"."
"chr9",1948604,1948922,"enhD",1000,"."
"chr9",1958255,1958534,"CTCF",1000,"."
"chr9",1959414,1959677,"enhD",1000,"."
"chr9",1960327,1960480,"enhD",1000,"."
"chr9",1960494,1960708,"enhD",1000,"."
"chr9",1966759,1967046,"CTCF",1000,"."
"chr9",1978221,1978422,"enhP",1000,"."
"chr9",1978962,1979312,"enhP",1000,"."
"chr9",1979759,1980109,"enhP",1000,"."
"chr9",1980130,1980280,"enhP",1000,"."
"chr9",1994237,1994574,"enhD",1000,"."
"chr9",1994775,1995024,"enhD",1000,"."
"chr9",1995087,1995395,"enhD",1000,"."
"chr9",1995397,1995650,"enhD",1000,"."
"chr9",1997491,1997669,"CTCF",1000,"."
"chr9",1998394,1998612,"CTCF",1000,"."
"chr9",2004343,2004640,"K4m3",1000,"."
"chr9",2012375,2012682,"enhD",1000,"."
"chr9",2013783,2014115,"enhP",1000,"."
"chr9",2014180,2014402,"enhP",1000,"."
"chr9",2014421,2014599,"enhP",1000,"."
"chr9",2014806,2015023,"enhP",1000,"."
"chr9",2015034,2015384,"prom",1000,"."
"chr9",2015435,2015688,"enhP",1000,"."
"chr9",2015691,2016032,"enhP",1000,"."
"chr9",2016104,2016445,"enhP",1000,"."
"chr9",2016484,2016696,"enhP",1000,"."
"chr9",2016758,2017004,"enhP",1000,"."
"chr9",2017133,2017407,"prom",1000,"."
"chr9",2017418,2017767,"prom",1000,"."
"chr9",2017792,2017997,"enhP",1000,"."
"chr9",2018171,2018327,"enhP",1000,"."
"chr9",2018347,2018573,"enhP",1000,"."
"chr9",2018847,2019193,"enhP",1000,"."
"chr9",2019209,2019558,"enhP",1000,"."
"chr9",2022573,2022922,"enhP",1000,"."
"chr9",2023624,2023972,"enhP",1000,"."
"chr9",2025091,2025429,"enhD",1000,"."
"chr9",2025546,2025747,"enhD",1000,"."
"chr9",2026290,2026602,"enhD",1000,"."
"chr9",2026634,2026932,"enhD",1000,"."
"chr9",2029801,2030150,"enhD",1000,"."
"chr9",2032025,2032359,"enhD",1000,"."
"chr9",2034678,2034952,"enhD",1000,"."
"chr9",2036872,2037214,"enhD",1000,"."
"chr9",2043283,2043622,"enhD",1000,"."
"chr9",2043810,2044155,"enhD",1000,"."
"chr9",2044168,2044360,"enhP",1000,"."
"chr9",2048001,2048233,"enhD",1000,"."
"chr9",2053070,2053273,"enhD",1000,"."
"chr9",2053902,2054252,"enhD",1000,"."
"chr9",2054566,2054729,"enhD",1000,"."
"chr9",2055367,2055713,"enhD",1000,"."
"chr9",2056928,2057139,"enhD",1000,"."
