"chromosome","start","end","name","score","strand"
"chr1",941578,941909,"enhD",1000,"."
"chr1",942020,942238,"enhD",1000,"."
"chr1",942520,942676,"enhD",1000,"."
"chr1",942701,942912,"enhD",1000,"."
"chr1",943115,943463,"enhD",1000,"."
"chr1",943508,943858,"enhD",1000,"."
"chr1",943896,944137,"enhD",1000,"."
"chr1",944172,944354,"enhD",1000,"."
"chr1",944391,944733,"enhD",1000,"."
"chr1",944740,945016,"enhD",1000,"."
"chr1",945195,945421,"enhD",1000,"."
"chr1",946356,946553,"enhD",1000,"."
"chr1",951454,951626,"enhD",1000,"."
"chr1",955497,955765,"enhD",1000,"."
"chr1",957917,958132,"enhP",1000,"."
"chr1",958501,958837,"enhP",1000,"."
"chr1",959147,959495,"prom",1000,"."
"chr1",959534,959699,"enhP",1000,"."
"chr1",959852,960021,"enhP",1000,"."
"chr1",960144,960384,"enhP",1000,"."
"chr1",960392,960733,"prom",1000,"."
"chr1",960770,961014,"enhP",1000,"."
"chr1",961244,961509,"enhP",1000,"."
"chr1",966052,966240,"enhP",1000,"."
"chr1",966292,966617,"prom",1000,"."
"chr1",966648,966798,"enhP",1000,"."
"chr1",966843,967182,"enhP",1000,"."
"chr1",970492,970757,"K4m3",1000,"."
"chr1",975314,975514,"enhD",1000,"."
"chr1",975630,975794,"enhD",1000,"."
"chr1",976061,976397,"enhD",1000,"."
"chr1",976415,976675,"enhD",1000,"."
"chr1",977800,978076,"enhD",1000,"."
"chr1",980563,980911,"enhP",1000,"."
"chr1",983118,983453,"enhP",1000,"."
"chr1",984172,984480,"enhD",1000,"."
"chr1",992495,992737,"enhD",1000,"."
"chr1",995841,996075,"enhD",1000,"."
"chr1",996862,997080,"enhP",1000,"."
"chr1",997119,997330,"enhP",1000,"."
"chr1",997425,997673,"enhP",1000,"."
"chr1",997988,998287,"prom",1000,"."
"chr1",998291,998538,"enhP",1000,"."
"chr1",998594,998886,"enhP",1000,"."
"chr1",998892,999067,"enhP",1000,"."
"chr1",999103,999422,"enhP",1000,"."
"chr1",999491,999789,"enhP",1000,"."
"chr1",999856,1000009,"prom",1000,"."
"chr1",1000068,1000409,"prom",1000,"."
"chr1",1000508,1000670,"enhP",1000,"."
"chr1",1000719,1001056,"enhP",1000,"."
"chr1",1001102,1001426,"prom",1000,"."
"chr1",1001435,1001641,"enhP",1000,"."
"chr1",1001796,1002146,"enhP",1000,"."
"chr1",1004748,1004994,"enhD",1000,"."
"chr1",1005002,1005340,"enhD",1000,"."
"chr1",1005341,1005621,"enhD",1000,"."
"chr1",1005790,1006078,"enhD",1000,"."
"chr1",1006083,1006316,"enhD",1000,"."
"chr1",1006515,1006804,"enhP",1000,"."
"chr1",1006959,1007246,"enhP",1000,"."
"chr1",1012302,1012556,"enhP",1000,"."
"chr1",1012833,1013084,"enhP",1000,"."
"chr1",1013107,1013257,"prom",1000,"."
"chr1",1013312,1013662,"prom",1000,"."
"chr1",1013829,1013983,"enhP",1000,"."
"chr1",1014014,1014219,"enhP",1000,"."
"chr1",1014297,1014643,"enhP",1000,"."
"chr1",1014961,1015276,"enhP",1000,"."
"chr1",1015486,1015708,"enhD",1000,"."
"chr1",1017476,1017643,"enhD",1000,"."
"chr1",1017882,1018060,"enhD",1000,"."
"chr1",1018275,1018582,"enhP",1000,"."
"chr1",1019286,1019502,"enhP",1000,"."
"chr1",1019522,1019869,"enhP",1000,"."
"chr1",1020056,1020215,"prom",1000,"."
"chr1",1020226,1020401,"prom",1000,"."
"chr1",1020609,1020935,"enhP",1000,"."
"chr1",1021106,1021455,"enhP",1000,"."
"chr1",1021540,1021753,"enhP",1000,"."
"chr1",1021906,1022134,"enhP",1000,"."
"chr1",1023716,1024007,"enhD",1000,"."
"chr1",1024181,1024499,"enhD",1000,"."
"chr1",1024653,1024998,"enhD",1000,"."
"chr1",1025143,1025347,"enhD",1000,"."
"chr1",1026900,1027244,"enhD",1000,"."
"chr1",1027988,1028239,"enhD",1000,"."
"chr1",1031311,1031650,"enhD",1000,"."
"chr1",1031851,1032169,"enhD",1000,"."
"chr1",1032534,1032781,"enhD",1000,"."
"chr1",1033021,1033371,"enhD",1000,"."
"chr1",1033425,1033581,"enhD",1000,"."
"chr1",1033837,1034179,"enhD",1000,"."
"chr1",1034261,1034452,"enhD",1000,"."
"chr1",1034478,1034741,"enhD",1000,"."
"chr1",1038753,1039103,"enhD",1000,"."
"chr1",1039534,1039864,"enhD",1000,"."
"chr1",1040076,1040278,"enhD",1000,"."
"chr1",1040687,1041037,"enhD",1000,"."
"chr1",1041079,1041302,"enhD",1000,"."
"chr1",1050782,1051098,"enhD",1000,"."
"chr1",1051174,1051388,"enhD",1000,"."
"chr1",1058061,1058220,"enhP",1000,"."
"chr1",1058314,1058586,"enhP",1000,"."
"chr1",1058950,1059182,"enhP",1000,"."
"chr1",1059236,1059462,"enhP",1000,"."
"chr1",1059494,1059835,"prom",1000,"."
"chr1",1059978,1060174,"enhP",1000,"."
"chr1",1062066,1062261,"enhP",1000,"."
"chr1",1062303,1062507,"enhP",1000,"."
"chr1",1062531,1062839,"enhP",1000,"."
"chr1",1063578,1063816,"enhP",1000,"."
"chr1",1063938,1064125,"enhP",1000,"."
"chr1",1064172,1064505,"enhP",1000,"."
"chr1",1065368,1065590,"K4m3",1000,"."
"chr1",1066817,1066967,"enhD",1000,"."
"chr1",1067326,1067667,"enhD",1000,"."
"chr1",1067808,1068131,"enhD",1000,"."
"chr1",1068437,1068606,"enhD",1000,"."
"chr1",1068665,1069015,"enhD",1000,"."
"chr1",1069169,1069516,"enhD",1000,"."
"chr1",1069582,1069786,"enhD",1000,"."
"chr1",1069961,1070117,"enhD",1000,"."
"chr1",1070241,1070591,"enhD",1000,"."
"chr1",1073262,1073581,"enhP",1000,"."
"chr1",1073730,1074070,"enhP",1000,"."
"chr1",1074075,1074423,"prom",1000,"."
"chr1",1079480,1079830,"enhD",1000,"."
"chr1",1079868,1080027,"enhD",1000,"."
"chr1",1080093,1080354,"enhD",1000,"."
"chr1",1080441,1080685,"enhD",1000,"."
"chr1",1081000,1081305,"enhD",1000,"."
"chr1",1084563,1084809,"enhD",1000,"."
"chr1",1086366,1086541,"CTCF",1000,"."
"chr1",1086634,1086835,"enhD",1000,"."
"chr1",1090059,1090308,"K4m3",1000,"."
"chr1",1091388,1091625,"CTCF",1000,"."
"chr1",1091627,1091954,"enhP",1000,"."
"chr1",1092069,1092301,"prom",1000,"."
"chr1",1099055,1099274,"enhD",1000,"."
"chr1",1099277,1099427,"enhD",1000,"."
"chr1",1099664,1099896,"enhD",1000,"."
"chr1",1109779,1110127,"enhD",1000,"."
"chr1",1113698,1113862,"enhD",1000,"."
"chr1",1115159,1115428,"enhP",1000,"."
"chr1",1115483,1115764,"enhP",1000,"."
"chr1",1115814,1115974,"prom",1000,"."
"chr1",1116104,1116453,"prom",1000,"."
"chr1",1116718,1116936,"enhP",1000,"."
"chr1",1117201,1117358,"enhP",1000,"."
"chr1",1121961,1122118,"enhD",1000,"."
"chr1",1122121,1122469,"enhD",1000,"."
"chr1",1122584,1122836,"enhD",1000,"."
"chr1",1122979,1123326,"enhD",1000,"."
"chr1",1124256,1124493,"enhD",1000,"."
"chr1",1124511,1124712,"enhD",1000,"."
"chr1",1124784,1125042,"enhD",1000,"."
"chr1",1125045,1125256,"enhD",1000,"."
"chr1",1125292,1125606,"enhD",1000,"."
"chr1",1125638,1125850,"enhD",1000,"."
"chr1",1127160,1127495,"enhD",1000,"."
"chr1",1127709,1127946,"enhD",1000,"."
"chr1",1128071,1128286,"enhD",1000,"."
"chr1",1128328,1128488,"enhD",1000,"."
"chr1",1128513,1128855,"enhD",1000,"."
"chr1",1128864,1129127,"enhD",1000,"."
"chr1",1129244,1129405,"enhD",1000,"."
"chr1",1129837,1130117,"enhD",1000,"."
"chr1",1130174,1130480,"enhD",1000,"."
"chr1",1130481,1130757,"enhD",1000,"."
"chr1",1130857,1131131,"enhD",1000,"."
"chr1",1131258,1131463,"enhD",1000,"."
"chr1",1131811,1132062,"enhD",1000,"."
"chr1",1132508,1132843,"enhD",1000,"."
"chr1",1132990,1133305,"enhD",1000,"."
"chr1",1133452,1133610,"enhD",1000,"."
"chr1",1135383,1135733,"enhP",1000,"."
"chr1",1135969,1136120,"enhP",1000,"."
"chr1",1136205,1136355,"enhP",1000,"."
"chr1",1136571,1136858,"enhP",1000,"."
"chr1",1136869,1137218,"prom",1000,"."
"chr1",1137267,1137615,"enhP",1000,"."
"chr1",1137709,1137911,"enhP",1000,"."
"chr1",1137913,1138108,"enhP",1000,"."
"chr1",1141600,1141852,"enhD",1000,"."
"chr1",1143501,1143703,"enhD",1000,"."
"chr1",1143719,1144060,"enhD",1000,"."
"chr1",1144085,1144425,"enhD",1000,"."
"chr1",1144468,1144736,"enhD",1000,"."
"chr1",1144786,1145009,"enhD",1000,"."
"chr1",1145090,1145439,"enhD",1000,"."
"chr1",1150086,1150432,"enhD",1000,"."
"chr1",1155190,1155538,"enhD",1000,"."
"chr1",1157078,1157343,"enhD",1000,"."
"chr1",1157435,1157785,"enhD",1000,"."
"chr1",1158135,1158445,"enhD",1000,"."
"chr1",1158887,1159041,"enhD",1000,"."
"chr1",1159326,1159659,"enhD",1000,"."
"chr1",1160023,1160265,"enhD",1000,"."
"chr1",1160841,1161042,"enhD",1000,"."
"chr1",1162661,1162999,"enhD",1000,"."
"chr1",1163147,1163357,"enhD",1000,"."
"chr1",1163401,1163745,"enhD",1000,"."
"chr1",1163999,1164339,"enhD",1000,"."
"chr1",1164666,1164834,"enhD",1000,"."
"chr1",1164848,1165118,"enhD",1000,"."
"chr1",1165228,1165519,"enhP",1000,"."
"chr1",1165706,1165860,"enhP",1000,"."
"chr1",1165986,1166301,"enhP",1000,"."
"chr1",1167053,1167284,"prom",1000,"."
"chr1",1167329,1167653,"enhP",1000,"."
"chr1",1167832,1168135,"prom",1000,"."
"chr1",1168205,1168474,"enhP",1000,"."
"chr1",1168609,1168805,"enhP",1000,"."
"chr1",1168886,1169170,"prom",1000,"."
"chr1",1170140,1170485,"enhP",1000,"."
"chr1",1170655,1170875,"enhP",1000,"."
"chr1",1170947,1171114,"enhP",1000,"."
"chr1",1171309,1171539,"enhD",1000,"."
"chr1",1171569,1171734,"enhD",1000,"."
"chr1",1171762,1172112,"enhP",1000,"."
"chr1",1172143,1172420,"enhP",1000,"."
"chr1",1172451,1172703,"enhP",1000,"."
"chr1",1173181,1173382,"enhP",1000,"."
"chr1",1173430,1173681,"enhP",1000,"."
"chr1",1173750,1174099,"prom",1000,"."
"chr1",1174486,1174713,"enhP",1000,"."
"chr1",1175503,1175666,"enhP",1000,"."
"chr1",1179961,1180189,"enhP",1000,"."
"chr1",1182319,1182602,"enhD",1000,"."
"chr1",1182737,1183072,"enhD",1000,"."
"chr1",1185283,1185548,"enhD",1000,"."
"chr1",1197558,1197790,"CTCF",1000,"."
"chr1",1199168,1199425,"enhD",1000,"."
"chr1",1199998,1200212,"enhD",1000,"."
"chr1",1200315,1200581,"enhD",1000,"."
"chr1",1200875,1201188,"enhD",1000,"."
"chr1",1201374,1201724,"enhD",1000,"."
"chr1",1202868,1203215,"enhD",1000,"."
"chr1",1205063,1205282,"enhP",1000,"."
"chr1",1205298,1205469,"enhP",1000,"."
"chr1",1205476,1205713,"prom",1000,"."
"chr1",1205791,1206130,"enhP",1000,"."
"chr1",1206285,1206464,"prom",1000,"."
"chr1",1206470,1206816,"prom",1000,"."
"chr1",1206957,1207278,"enhP",1000,"."
"chr1",1208075,1208313,"enhP",1000,"."
"chr1",1208373,1208718,"enhP",1000,"."
"chr1",1208909,1209259,"enhD",1000,"."
"chr1",1209359,1209516,"enhD",1000,"."
"chr1",1210084,1210276,"enhD",1000,"."
"chr1",1212907,1213249,"enhP",1000,"."
"chr1",1213437,1213631,"enhP",1000,"."
"chr1",1213664,1213818,"enhP",1000,"."
"chr1",1213951,1214299,"prom",1000,"."
"chr1",1214741,1215005,"enhP",1000,"."
"chr1",1215146,1215476,"enhP",1000,"."
"chr1",1216791,1217011,"enhD",1000,"."
"chr1",1217013,1217334,"enhD",1000,"."
"chr1",1218039,1218376,"enhD",1000,"."
"chr1",1219341,1219690,"enhD",1000,"."
"chr1",1230749,1231017,"enhP",1000,"."
"chr1",1231100,1231305,"enhP",1000,"."
"chr1",1231471,1231625,"enhP",1000,"."
"chr1",1231676,1231892,"enhP",1000,"."
"chr1",1231931,1232278,"prom",1000,"."
"chr1",1232293,1232621,"prom",1000,"."
"chr1",1232623,1232794,"enhP",1000,"."
"chr1",1232849,1233199,"enhP",1000,"."
"chr1",1233564,1233775,"enhP",1000,"."
"chr1",1236364,1236698,"enhD",1000,"."
"chr1",1237118,1237460,"enhD",1000,"."
"chr1",1237633,1237938,"enhD",1000,"."
"chr1",1238126,1238441,"enhD",1000,"."
"chr1",1238471,1238679,"enhD",1000,"."
"chr1",1239191,1239357,"enhD",1000,"."
"chr1",1239579,1239841,"enhD",1000,"."
"chr1",1239846,1240045,"enhD",1000,"."
"chr1",1240119,1240363,"enhD",1000,"."
"chr1",1240881,1241126,"enhD",1000,"."
"chr1",1243888,1244178,"enhD",1000,"."
"chr1",1244321,1244510,"enhD",1000,"."
"chr1",1244518,1244735,"enhD",1000,"."
"chr1",1246355,1246697,"prom",1000,"."
"chr1",1246716,1246956,"prom",1000,"."
"chr1",1247113,1247349,"enhP",1000,"."
"chr1",1248018,1248267,"enhP",1000,"."
"chr1",1248386,1248700,"enhP",1000,"."
"chr1",1250619,1250799,"enhP",1000,"."
"chr1",1250936,1251286,"enhP",1000,"."
"chr1",1254616,1254960,"enhD",1000,"."
"chr1",1258373,1258526,"enhD",1000,"."
"chr1",1260009,1260343,"enhD",1000,"."
"chr1",1264074,1264424,"enhD",1000,"."
"chr1",1264853,1265202,"enhD",1000,"."
"chr1",1265340,1265688,"enhD",1000,"."
"chr1",1265868,1266108,"enhD",1000,"."
"chr1",1270882,1271180,"enhD",1000,"."
"chr1",1272308,1272492,"enhP",1000,"."
"chr1",1272492,1272841,"enhP",1000,"."
"chr1",1272966,1273236,"enhP",1000,"."
"chr1",1273307,1273516,"enhP",1000,"."
"chr1",1273721,1274068,"prom",1000,"."
"chr1",1274174,1274339,"enhP",1000,"."
"chr1",1274597,1274889,"enhP",1000,"."
"chr1",1275033,1275248,"prom",1000,"."
"chr1",1275273,1275511,"prom",1000,"."
"chr1",1275920,1276151,"enhP",1000,"."
"chr1",1278712,1279005,"CTCF",1000,"."
"chr1",1281742,1282092,"prom",1000,"."
"chr1",1282112,1282458,"prom",1000,"."
"chr1",1282963,1283309,"enhP",1000,"."
"chr1",1284025,1284293,"enhD",1000,"."
"chr1",1285935,1286252,"enhD",1000,"."
"chr1",1286513,1286798,"enhD",1000,"."
"chr1",1287492,1287737,"enhD",1000,"."
"chr1",1290198,1290501,"CTCF",1000,"."
"chr1",1291218,1291535,"enhD",1000,"."
"chr1",1291826,1292171,"enhD",1000,"."
"chr1",1293394,1293704,"enhD",1000,"."
"chr1",1293782,1294125,"enhD",1000,"."
"chr1",1298599,1298910,"enhD",1000,"."
"chr1",1298963,1299312,"enhD",1000,"."
"chr1",1299707,1299974,"enhD",1000,"."
"chr1",1300054,1300343,"enhD",1000,"."
"chr1",1300530,1300719,"enhD",1000,"."
"chr1",1302007,1302259,"enhP",1000,"."
"chr1",1302911,1303068,"enhP",1000,"."
"chr1",1303319,1303514,"prom",1000,"."
"chr1",1303845,1304185,"enhP",1000,"."
"chr1",1304289,1304623,"enhP",1000,"."
"chr1",1304698,1305044,"enhP",1000,"."
"chr1",1305049,1305236,"enhP",1000,"."
"chr1",1305282,1305438,"enhD",1000,"."
"chr1",1305442,1305606,"enhD",1000,"."
"chr1",1305609,1305958,"enhD",1000,"."
"chr1",1306061,1306410,"enhP",1000,"."
"chr1",1306546,1306724,"enhP",1000,"."
"chr1",1306760,1306934,"enhP",1000,"."
"chr1",1307074,1307231,"enhP",1000,"."
"chr1",1307301,1307503,"enhP",1000,"."
"chr1",1307578,1307751,"enhP",1000,"."
"chr1",1307899,1308224,"prom",1000,"."
"chr1",1308340,1308689,"prom",1000,"."
"chr1",1308693,1308921,"enhP",1000,"."
"chr1",1308959,1309160,"enhP",1000,"."
"chr1",1309270,1309454,"enhP",1000,"."
"chr1",1309561,1309796,"enhP",1000,"."
"chr1",1309811,1310038,"enhP",1000,"."
"chr1",1310101,1310255,"enhP",1000,"."
"chr1",1310553,1310766,"enhP",1000,"."
"chr1",1315564,1315914,"enhD",1000,"."
"chr1",1318275,1318613,"enhP",1000,"."
"chr1",1320963,1321130,"enhD",1000,"."
"chr1",1324317,1324481,"enhP",1000,"."
"chr1",1324512,1324861,"prom",1000,"."
"chr1",1324886,1325080,"enhP",1000,"."
"chr1",1325177,1325477,"enhP",1000,"."
"chr1",1325527,1325685,"enhP",1000,"."
"chr1",1325853,1326119,"enhP",1000,"."
"chr1",1328306,1328565,"enhD",1000,"."
"chr1",1328929,1329259,"enhD",1000,"."
"chr1",1329360,1329625,"enhP",1000,"."
"chr1",1329965,1330235,"enhP",1000,"."
"chr1",1330301,1330648,"enhP",1000,"."
"chr1",1330748,1331028,"enhP",1000,"."
"chr1",1331081,1331430,"prom",1000,"."
"chr1",1331615,1331928,"enhP",1000,"."
"chr1",1332800,1333135,"enhP",1000,"."
"chr1",1334932,1335279,"enhD",1000,"."
"chr1",1335302,1335495,"enhD",1000,"."
"chr1",1335930,1336206,"enhD",1000,"."
"chr1",1337775,1338055,"enhP",1000,"."
"chr1",1344156,1344492,"enhD",1000,"."
"chr1",1344770,1345120,"enhD",1000,"."
"chr1",1345173,1345374,"enhD",1000,"."
"chr1",1345499,1345778,"enhD",1000,"."
"chr1",1345937,1346285,"enhD",1000,"."
"chr1",1347723,1347951,"enhP",1000,"."
"chr1",1347992,1348321,"enhP",1000,"."
"chr1",1348524,1348780,"enhP",1000,"."
"chr1",1348853,1349060,"prom",1000,"."
"chr1",1349335,1349671,"prom",1000,"."
"chr1",1349678,1349913,"enhP",1000,"."
"chr1",1351667,1352004,"enhD",1000,"."
"chr1",1352114,1352397,"enhD",1000,"."
"chr1",1353825,1353995,"enhD",1000,"."
"chr1",1354246,1354426,"enhD",1000,"."
"chr1",1354440,1354714,"enhD",1000,"."
"chr1",1354827,1354981,"enhD",1000,"."
"chr1",1355400,1355746,"enhD",1000,"."
"chr1",1355766,1356048,"enhD",1000,"."
"chr1",1356743,1357075,"enhP",1000,"."
"chr1",1357186,1357435,"enhP",1000,"."
"chr1",1357736,1357940,"enhP",1000,"."
"chr1",1357980,1358182,"enhP",1000,"."
"chr1",1358228,1358419,"enhP",1000,"."
"chr1",1358575,1358925,"prom",1000,"."
"chr1",1359281,1359593,"enhP",1000,"."
"chr1",1359738,1360088,"enhP",1000,"."
"chr1",1360115,1360408,"enhP",1000,"."
"chr1",1360553,1360903,"enhP",1000,"."
"chr1",1361027,1361219,"enhP",1000,"."
"chr1",1361753,1361966,"prom",1000,"."
"chr1",1362016,1362353,"enhP",1000,"."
"chr1",1364314,1364587,"enhD",1000,"."
"chr1",1370999,1371293,"enhD",1000,"."
"chr1",1371418,1371767,"enhD",1000,"."
"chr1",1371905,1372059,"enhD",1000,"."
"chr1",1372062,1372397,"enhD",1000,"."
"chr1",1372461,1372641,"enhD",1000,"."
"chr1",1374005,1374252,"enhP",1000,"."
"chr1",1374354,1374642,"enhP",1000,"."
"chr1",1374660,1374864,"enhP",1000,"."
"chr1",1375270,1375620,"prom",1000,"."
"chr1",1376282,1376610,"enhP",1000,"."
"chr1",1382980,1383180,"CTCF",1000,"."
"chr1",1388027,1388227,"enhD",1000,"."
"chr1",1395149,1395400,"enhD",1000,"."
"chr1",1397961,1398140,"enhP",1000,"."
"chr1",1398201,1398439,"enhP",1000,"."
"chr1",1398605,1398849,"enhP",1000,"."
"chr1",1398949,1399150,"enhP",1000,"."
"chr1",1399277,1399627,"prom",1000,"."
"chr1",1399738,1399896,"enhP",1000,"."
"chr1",1400026,1400186,"enhP",1000,"."
"chr1",1400200,1400406,"enhP",1000,"."
"chr1",1400414,1400593,"enhP",1000,"."
"chr1",1400885,1401110,"enhP",1000,"."
"chr1",1401403,1401694,"enhP",1000,"."
"chr1",1402056,1402405,"enhD",1000,"."
"chr1",1402482,1402693,"enhD",1000,"."
"chr1",1406077,1406276,"enhP",1000,"."
"chr1",1406350,1406694,"enhP",1000,"."
"chr1",1406936,1407128,"enhP",1000,"."
"chr1",1407129,1407478,"prom",1000,"."
"chr1",1407495,1407694,"enhP",1000,"."
"chr1",1407716,1407998,"enhP",1000,"."
"chr1",1408103,1408259,"enhP",1000,"."
"chr1",1409416,1409719,"enhP",1000,"."
"chr1",1410353,1410551,"enhP",1000,"."
"chr1",1410778,1410961,"enhP",1000,"."
"chr1",1417499,1417698,"enhD",1000,"."
"chr1",1417959,1418112,"enhD",1000,"."
"chr1",1418176,1418358,"enhP",1000,"."
"chr1",1418494,1418835,"enhP",1000,"."
"chr1",1419804,1420151,"enhP",1000,"."
"chr1",1420910,1421212,"prom",1000,"."
"chr1",1421230,1421569,"prom",1000,"."
"chr1",1421631,1421833,"prom",1000,"."
"chr1",1421833,1422069,"prom",1000,"."
"chr1",1422513,1422671,"enhP",1000,"."
"chr1",1422768,1423114,"enhP",1000,"."
"chr1",1423224,1423403,"enhP",1000,"."
"chr1",1423872,1424222,"enhD",1000,"."
"chr1",1425765,1426090,"enhP",1000,"."
"chr1",1426265,1426419,"enhP",1000,"."
"chr1",1426429,1426744,"enhP",1000,"."
"chr1",1426934,1427268,"enhP",1000,"."
"chr1",1427458,1427698,"enhP",1000,"."
"chr1",1427811,1428095,"enhP",1000,"."
"chr1",1429710,1429970,"enhD",1000,"."
"chr1",1430285,1430584,"enhD",1000,"."
"chr1",1430586,1430744,"enhD",1000,"."
"chr1",1430769,1431039,"enhD",1000,"."
"chr1",1431048,1431271,"enhD",1000,"."
"chr1",1431296,1431520,"enhD",1000,"."
"chr1",1431640,1431809,"enhD",1000,"."
"chr1",1431889,1432187,"enhD",1000,"."
"chr1",1432371,1432567,"enhD",1000,"."
"chr1",1432585,1432797,"enhP",1000,"."
"chr1",1433138,1433486,"enhP",1000,"."
"chr1",1433558,1433759,"enhP",1000,"."
"chr1",1433891,1434173,"enhP",1000,"."
"chr1",1434269,1434616,"prom",1000,"."
"chr1",1434885,1435144,"enhP",1000,"."
"chr1",1435149,1435306,"enhP",1000,"."
"chr1",1435454,1435743,"prom",1000,"."
"chr1",1435903,1436067,"enhP",1000,"."
"chr1",1436117,1436376,"enhP",1000,"."
"chr1",1436426,1436682,"enhP",1000,"."
"chr1",1436976,1437191,"enhP",1000,"."
"chr1",1438067,1438393,"enhD",1000,"."
"chr1",1440989,1441154,"enhD",1000,"."
"chr1",1441223,1441424,"enhD",1000,"."
"chr1",1441504,1441657,"enhD",1000,"."
"chr1",1441658,1441876,"enhD",1000,"."
"chr1",1460510,1460855,"enhD",1000,"."
"chr1",1461747,1462080,"enhD",1000,"."
"chr1",1462443,1462593,"enhD",1000,"."
"chr1",1462599,1462851,"enhD",1000,"."
"chr1",1464297,1464491,"K4m3",1000,"."
"chr1",1470411,1470612,"enhP",1000,"."
"chr1",1470675,1471009,"enhP",1000,"."
"chr1",1471018,1471178,"enhP",1000,"."
"chr1",1471207,1471442,"enhP",1000,"."
"chr1",1471521,1471871,"prom",1000,"."
"chr1",1472132,1472309,"enhP",1000,"."
"chr1",1472678,1472840,"enhP",1000,"."
"chr1",1472843,1473182,"enhP",1000,"."
"chr1",1473440,1473627,"enhP",1000,"."
"chr1",1500871,1501171,"enhD",1000,"."
"chr1",1503507,1503704,"CTCF",1000,"."
"chr1",1504844,1505193,"enhD",1000,"."
"chr1",1505694,1505985,"enhD",1000,"."
"chr1",1507069,1507374,"enhD",1000,"."
"chr1",1510953,1511292,"enhP",1000,"."
"chr1",1511443,1511606,"enhP",1000,"."
"chr1",1511682,1511834,"enhP",1000,"."
"chr1",1511850,1512200,"prom",1000,"."
"chr1",1512422,1512728,"prom",1000,"."
"chr1",1518245,1518588,"enhD",1000,"."
"chr1",1523758,1523959,"enhD",1000,"."
"chr1",1531817,1531993,"enhD",1000,"."
"chr1",1536698,1536966,"enhD",1000,"."
"chr1",1539342,1539619,"enhP",1000,"."
"chr1",1539677,1539918,"enhP",1000,"."
"chr1",1539968,1540139,"enhP",1000,"."
"chr1",1540177,1540419,"prom",1000,"."
